System Name,NI ,CR,CO,MO,FE,AL,TI,HF,NB,TA,W,V,ZR,CU,MN,C,Stress (Mpa),Temperature,Lattice Misfit,Amount of Gamma Prime,ln(Effective Diffusivity of Gamma Phase),ln(Time to rupture(H)),LMP_K
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,415.86652,1023.15,-4.43E-05,0.36113274,-4.17E+01,5.051146368,22.71153764
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,423.5471362,1023.15,-4.43E-05,0.36113274,-4.17E+01,5.497668612,22.90998464
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,383.064306,1023.15,-4.43E-05,0.36113274,-4.17E+01,5.828737865,23.05712109
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,378.2749475,1023.15,-4.43E-05,0.36113274,-4.17E+01,6.097400096,23.17652212
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,338.1639884,1023.15,-4.43E-05,0.36113274,-4.17E+01,6.816328991,23.49603426
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,344.4095208,1023.15,-4.43E-05,0.36113274,-4.17E+01,7.262851235,23.69448126
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,303.3164404,1023.15,-4.43E-05,0.36113274,-4.17E+01,7.952448831,24.00095775
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,313.7254068,1023.15,-4.43E-05,0.36113274,-4.17E+01,8.487901081,24.23892774
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,279.1921596,1023.15,-4.43E-05,0.36113274,-4.17E+01,8.640642268,24.3068102
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,276.5568632,1023.15,-4.43E-05,0.36113274,-4.17E+01,9.296696089,24.5983789
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,242.6327681,1023.15,-4.43E-05,0.36113274,-4.17E+01,9.509504035,24.69295671
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,243.4435481,1023.15,-4.43E-05,0.36113274,-4.17E+01,9.926694978,24.87836806
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,202.3257062,1023.15,-4.43E-05,0.36113274,-4.17E+01,10.7373622,25.23865129
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,202.615183,1023.15,-4.43E-05,0.36113274,-4.17E+01,10.91615832,25.31811329
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,338.429272,1073.15,-0.000159609,0.32578453,-4.01E+01,4.541430806,23.58362168
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,349.0686899,1073.15,-0.000159609,0.32578453,-4.01E+01,4.809077183,23.7083831
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,269.2247279,1073.15,-0.000159609,0.32578453,-4.01E+01,6.304591889,24.40550643
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,273.798098,1073.15,-0.000159609,0.32578453,-4.01E+01,6.721553665,24.59987014
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,243.6603117,1073.15,-0.000159609,0.32578453,-4.01E+01,7.141171248,24.79547183
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,240.3850205,1073.15,-0.000159609,0.32578453,-4.01E+01,7.409702894,24.92064591
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,202.128119,1073.15,-0.000159609,0.32578453,-4.01E+01,8.366973949,25.36687086
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,202.1863282,1073.15,-0.000159609,0.32578453,-4.01E+01,8.426582073,25.39465676
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,160.2869633,1073.15,-0.000159609,0.32578453,-4.01E+01,9.474445672,25.88311077
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,157.9730956,1073.15,-0.000159609,0.32578453,-4.01E+01,9.534348886,25.91103422
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,140.6452514,1073.15,-0.000159609,0.32578453,-4.01E+01,10.04337865,26.14831475
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,140.8073345,1073.15,-0.000159609,0.32578453,-4.01E+01,10.28181115,26.25945833
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,70.99954876,1123.15,0.000165863,0.285969257,-3.87E+01,10.15575178,27.42122602
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,71.0508494,1123.15,0.000165863,0.285969257,-3.87E+01,9.708655832,27.20310692
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,90.22265112,1123.15,0.000165863,0.285969257,-3.87E+01,9.20456743,26.95718363
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,90.21396264,1123.15,0.000165863,0.285969257,-3.87E+01,9.264180223,26.98626617
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,103.1558404,1123.15,0.000165863,0.285969257,-3.87E+01,9.176234976,26.94336143
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,101.6763876,1123.15,0.000165863,0.285969257,-3.87E+01,8.907813633,26.81241007
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,121.6225644,1123.15,0.000165863,0.285969257,-3.87E+01,8.552102129,26.63887356
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,121.6752838,1123.15,0.000165863,0.285969257,-3.87E+01,8.283844558,26.5080021
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,141.3249865,1123.15,0.000165863,0.285969257,-3.87E+01,7.719160734,26.23251688
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,141.3522098,1123.15,0.000165863,0.285969257,-3.87E+01,7.599935147,26.17435178
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,182.3422293,1123.15,0.000165863,0.285969257,-3.87E+01,6.559495374,25.66676547
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,179.7876821,1123.15,0.000165863,0.285969257,-3.87E+01,6.082429254,25.4340252
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,239.0093153,1123.15,0.000165863,0.285969257,-3.87E+01,4.833672247,24.82480977
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,239.2626454,1123.15,0.000165863,0.285969257,-3.87E+01,4.177931518,24.50490176
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,99.49934369,1073.31,-0.000158682,0.32566159,-4.01E+01,11.51292546,26.83724872
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,138.0818668,1048.15,-0.000284173,0.344687576,-4.09E+01,11.51292546,26.20843146
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,177.3161007,1022.98,-4.27E-05,0.361237932,-4.17E+01,11.51292546,25.57917262
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,220.7383188,997.81,0.000199368,0.375847674,-4.25E+01,11.51292546,24.94973714
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,262.2915757,972.62,0.000444741,0.388614724,-4.34E+01,11.51292546,24.32003671
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,352.2431669,973.37,0.000437367,0.388260327,-4.34E+01,9.210340372,23.36520953
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,301.0765617,998.56,0.000192122,0.375439632,-4.25E+01,9.210340372,23.96980672
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,257.3544876,1023.07,-4.36E-05,0.361182253,-4.17E+01,9.210340372,24.55804054
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,209.9631935,1048.25,-0.000285135,0.344617864,-4.09E+01,9.210340372,25.16238338
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,168.6605886,1073.43,-0.000157985,0.32556937,-4.01E+01,9.210340372,25.76664144
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,127.326888,1098.59,-1.08E-06,0.305911226,-3.94E+01,9.210340372,26.37056036
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,91.74949675,1123.74,0.00016996,0.285478804,-3.87E+01,9.210340372,26.97422493
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,465.7793785,973.43,0.000436777,0.388231908,-4.34E+01,6.907755279,22.39312166
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,391.9887883,998.62,0.000191543,0.375406917,-4.25E+01,6.907755279,22.97244605
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,340.3058585,1023.13,-4.41E-05,0.36114512,-4.17E+01,6.907755279,23.53625138
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,295.4233228,1048.33,-0.000285904,0.344562072,-4.09E+01,6.907755279,24.11573828
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,248.6328993,1072.83,-0.000161461,0.326030337,-4.01E+01,6.907755279,24.6793811
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,202.8476676,1098.01,-4.90E-06,0.306372219,-3.94E+01,6.907755279,25.25854299
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,162.944783,1123.19,0.00016614,0.285936024,-3.87E+01,6.907755279,25.83762363
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,615.9109666,973.49,0.000436187,0.38820348,-4.34E+01,4.605170186,21.42090662
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,518.3359433,998.68,0.000190963,0.375374192,-4.25E+01,4.605170186,21.97504299
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,449.9943963,1023.2,-4.48E-05,0.361101785,-4.17E+01,4.605170186,22.51433504
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,390.6451696,1048.39,-0.000286481,0.344520214,-4.09E+01,4.605170186,23.06862686
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,333.9003154,1073.58,-0.000157114,0.325454076,-4.01E+01,4.605170186,23.62284096
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,281.002522,1098.77,1.02E-07,0.305768076,-3.94E+01,4.605170186,24.17697733
15Cr-28Co-4Mo-2.5Ti-3Al,0.475,0.15,0.28,0.04,,0.03,0.025,,,,,,,,,,240.1955824,1123.28,0.000166765,0.285861242,-3.87E+01,4.605170186,24.71619166
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,887.6080013,800,0.00346948,0.149420896,-5.01E+01,6.775279413,18.35397317
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,824.770689,800,0.00346948,0.149420896,-5.01E+01,7.276106839,18.52797844
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,777.71921,800,0.00346948,0.149420896,-5.01E+01,8.451029867,18.93618851
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,744.2006282,800,0.00346948,0.149420896,-5.01E+01,8.111919353,18.81836945
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,623.9630267,800,0.00346948,0.149420896,-5.01E+01,11.63668844,20.04299966
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,614.8671034,800,0.00346948,0.149420896,-5.01E+01,12.30913383,20.27663112
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,563.0094312,850,0.00386594,0.112329672,-4.77E+01,10.13881688,20.74274739
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,515.5254166,850,0.00386594,0.112329672,-4.77E+01,11.24307368,21.15038413
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,523.1517469,850,0.00386594,0.112329672,-4.77E+01,11.56068341,21.26762986
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,425.9330181,850,0.00386594,0.112329672,-4.77E+01,14.24289365,22.2577686
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,384.3245448,850,0.00386594,0.112329672,-4.77E+01,14.87112414,22.48968008
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,351.9107498,850,0.00386594,0.112329672,-4.77E+01,15.65854778,22.78035776
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,317.5333515,900,0.004007505,0.072024677,-4.56E+01,13.27237635,23.18770783
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,274.1658556,900,0.004007505,0.072024677,-4.56E+01,14.16273625,23.53571838
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,243.7769185,900,0.004007505,0.072024677,-4.56E+01,14.75533162,23.76734319
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,207.4144479,900,0.004007505,0.072024677,-4.56E+01,15.64495811,24.11506708
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,204.3908297,920,0.004010991,0.054350609,-4.48E+01,14.8884615,24.34869854
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,168.8700502,920,0.004010991,0.054350609,-4.48E+01,15.46458706,24.57889004
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,171.3681982,920,0.004010991,0.054350609,-4.48E+01,16.05075713,24.81309483
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,135.4842034,920,0.004010991,0.054350609,-4.48E+01,16.62473027,25.04242633
D-979,0.46,0.15,,0.04,0.27,0.01,0.03,,,,0.04,,,,,,101.0035648,920,0.004010991,0.054350609,-4.48E+01,18.65946505,25.85540649
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,179.3917574,1199.419082,0.002113985,0.130683956,-3.66E+01,2.302585093,25.19165072
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,220.1359637,1159.345706,0.002645934,0.170521174,-3.76E+01,2.302585093,24.35010983
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,261.0267319,1139.112194,0.002861782,0.187333034,-3.81E+01,2.302585093,23.92520607
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,293.6611802,1112.344124,0.003088251,0.207076619,-3.88E+01,2.302585093,23.3630766
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,342.7594144,1092.031882,0.003212529,0.220552553,-3.94E+01,2.302585093,22.93651952
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,383.6990366,1078.411658,0.003271747,0.229000969,-3.98E+01,2.302585093,22.65049482
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,408.2237268,1064.948893,0.003310565,0.236961264,-4.02E+01,2.302585093,22.36777675
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,441.0047369,1058.020687,0.003322705,0.240924829,-4.04E+01,2.302585093,22.22228442
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,465.4805731,1037.944634,0.003326866,0.251976326,-4.10E+01,2.302585093,21.80068731
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,490.0052632,1024.481869,0.00330297,0.259084889,-4.14E+01,2.302585093,21.51796925
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,154.8670672,1212.881847,0.001906398,0.114747723,-3.63E+01,2.302585093,25.47436879
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,122.183765,1233.036629,0.001727886,0.088578313,-3.59E+01,2.302585093,25.89761922
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,89.50046284,1253.191412,0.001741551,0.059319211,-3.54E+01,4.605170186,27.57424439
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,97.46365904,1220.046242,0.001790365,0.105610472,-3.62E+01,4.605170186,26.84505066
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,113.7320292,1200.048919,0.002104584,0.129971562,-3.66E+01,4.605170186,26.40510955
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,138.1590114,1173.359578,0.00247515,0.1577018,-3.73E+01,4.605170186,25.81794405
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,162.5859936,1146.670237,0.002785514,0.181266394,-3.79E+01,4.605170186,25.23077856
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,187.0618298,1126.594185,0.002976313,0.196881388,-3.84E+01,4.605170186,24.7891054
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,211.5865199,1113.13142,0.00308259,0.206530467,-3.88E+01,4.605170186,24.49292457
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,244.2698221,1092.976637,0.003207693,0.21995023,-3.94E+01,4.605170186,24.04951936
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,276.9531244,1072.821855,0.003290278,0.232349938,-3.99E+01,4.605170186,23.60611414
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,309.6852805,1059.280361,0.003320899,0.24021041,-4.03E+01,4.605170186,23.30820126
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,334.2099707,1045.817596,0.003330814,0.247713198,-4.07E+01,4.605170186,23.01202044
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,358.7346608,1032.354831,0.003319602,0.25495382,-4.11E+01,4.605170186,22.71583961
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,375.1007389,1025.584084,0.003305754,0.258510671,-4.14E+01,4.605170186,22.56688317
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,391.417963,1012.200048,0.003261728,0.265401982,-4.18E+01,4.605170186,22.2724344
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,424.1989731,1005.271842,0.003230024,0.26890734,-4.20E+01,4.605170186,22.12001386
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,448.7236633,991.8090771,0.00315041,0.275624172,-4.25E+01,4.605170186,21.82383303
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,473.2483534,978.3463123,0.003046076,0.282249994,-4.29E+01,4.605170186,21.5276522
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,80.80445717,1187.137262,0.002291061,0.143986621,-3.69E+01,6.907755279,27.30837368
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,105.1825854,1153.834633,0.002708393,0.175285479,-3.77E+01,6.907755279,26.54241322
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,137.7681797,1120.453274,0.003026997,0.201357387,-3.86E+01,6.907755279,25.77464198
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,162.1951619,1093.763934,0.003203592,0.219446588,-3.93E+01,6.907755279,25.16078714
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,194.8784641,1073.609151,0.003287874,0.231882141,-3.99E+01,6.907755279,24.69722714
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,219.3543003,1053.533098,0.003327673,0.243448469,-4.05E+01,6.907755279,24.23547793
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,243.8789904,1040.070333,0.003328652,0.250833582,-4.09E+01,6.907755279,23.92583434
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,276.5622926,1019.915551,0.003289838,0.261450409,-4.15E+01,6.907755279,23.46227434
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,301.1358367,1013.066074,0.003265258,0.264961083,-4.18E+01,6.907755279,23.30473637
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,325.6605269,999.6033094,0.00319944,0.271749175,-4.22E+01,6.907755279,22.99509278
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,350.185217,986.1405446,0.003109563,0.27842274,-4.27E+01,6.907755279,22.68544919
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,366.5512951,979.3697973,0.003054904,0.281748557,-4.29E+01,6.907755279,22.52972201
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,391.0759853,965.9070325,0.002926571,0.288326576,-4.34E+01,6.907755279,22.22007841
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,405.5741176,1088.705556,0.003228811,0.222655772,-3.95E+01,2.387632696,22.90688554
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,397.4626353,1088.705556,0.003228811,0.222655772,-3.95E+01,2.654745166,23.03320261
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,381.2396706,1088.705556,0.003228811,0.222655772,-3.95E+01,2.867679164,23.13389877
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,356.9052235,1088.705556,0.003228811,0.222655772,-3.95E+01,3.18708016,23.284943
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,340.6822588,1088.705556,0.003228811,0.222655772,-3.95E+01,3.400014158,23.38563915
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,324.4592941,1088.705556,0.003228811,0.222655772,-3.95E+01,3.666496646,23.51165831
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,316.3478118,1088.705556,0.003228811,0.222655772,-3.95E+01,3.933609116,23.63797538
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,300.1248471,1088.705556,0.003228811,0.222655772,-3.95E+01,4.146543114,23.73867153
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,283.9018824,1088.705556,0.003228811,0.222655772,-3.95E+01,4.413025602,23.86469068
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,275.7904,1088.705556,0.003228811,0.222655772,-3.95E+01,4.680138073,23.99100775
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,267.6789176,1088.705556,0.003228811,0.222655772,-3.95E+01,4.947250543,24.11732482
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,259.5674353,1088.705556,0.003228811,0.222655772,-3.95E+01,5.214363014,24.24364189
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,243.3444706,1088.705556,0.003228811,0.222655772,-3.95E+01,5.480845502,24.36966104
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,227.1215059,1088.705556,0.003228811,0.222655772,-3.95E+01,5.74732799,24.49568019
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,210.8985412,1088.705556,0.003228811,0.222655772,-3.95E+01,6.013810478,24.62169935
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,202.7870588,1088.705556,0.003228811,0.222655772,-3.95E+01,6.280922949,24.74801642
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,194.6755765,1088.705556,0.003228811,0.222655772,-3.95E+01,6.60158391,24.89965648
GMR-235,0.641,0.155,0.0015,0.0525,0.1,0.03,0.02,,,,,,,,,,186.5640941,1088.705556,0.003228811,0.222655772,-3.95E+01,6.815147889,25.00065055
