System Name,NI ,CR,CO,MO,FE,AL,TI,HF,NB,TA,W,V,ZR,CU,MN,C,Stress (Mpa),Temperature,Lattice Misfit,Amount of Gamma Prime,ln(Effective Diffusivity of Gamma Phase),ln(Time to rupture(H)),LMP_K
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,945.447825,0.008012813,0.189594446,-3.90E+01,3.958553824,20.53833153
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,937.8459865,0.008025771,0.191770334,-3.93E+01,4.289747571,20.50814787
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,933.3038092,0.008032509,0.193030655,-3.94E+01,4.573627924,20.52392964
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,927.2423155,0.008040332,0.194668144,-3.96E+01,4.928478367,20.533585
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,921.1650505,0.008046841,0.196260945,-3.98E+01,5.212358721,20.51262275
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,912.0386385,0.00805411,0.198565477,-4.01E+01,5.590865859,20.45938936
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,904.4368,0.008057878,0.200409302,-4.04E+01,5.922059606,20.4190113
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,898.3542778,0.0080594,0.20183781,-4.06E+01,6.182283263,20.38326417
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,896.8717616,0.00805957,0.202179918,-4.07E+01,6.418850225,20.44179658
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,890.7944965,0.008059443,0.203558325,-4.09E+01,6.702730579,20.41315644
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,883.192658,0.008057424,0.205230317,-4.12E+01,7.033924325,20.36605196
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,874.0715032,0.00805227,0.207164384,-4.15E+01,7.43608816,20.30846081
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,868.0100096,0.008047195,0.20840879,-4.17E+01,7.790938602,20.30145255
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,863.4625751,0.00804252,0.209322077,-4.19E+01,8.05116226,20.29272116
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,854.3203917,0.008030862,0.211108399,-4.23E+01,8.35869931,20.19204008
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,846.7185532,0.008018856,0.212546197,-4.26E+01,8.689893056,20.13422225
Nimonic 80A,0.7375,0.195,0.01,,0.015,0.014,0.023,,,,,,,,0.005,0.0005,200,842.181633,0.008010684,0.213385009,-4.27E+01,8.997430107,20.13886928
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,628.6127495,973.15,0.005936974,0.21133026,-3.82E+01,3.819667984,21.08129111
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,590.4560516,973.15,0.005936974,0.21133026,-3.82E+01,4.323390468,21.2942213
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,542.9488213,973.15,0.005936974,0.21133026,-3.82E+01,4.827567985,21.50734384
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,509.9919108,973.15,0.005936974,0.21133026,-3.82E+01,5.331290469,21.72027403
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,479.0354798,973.15,0.005936974,0.21133026,-3.82E+01,5.835012953,21.93320422
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,449.9580993,973.15,0.005936974,0.21133026,-3.82E+01,6.338735436,22.14613441
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,422.6457115,973.15,0.005936974,0.21133026,-3.82E+01,6.84245792,22.3590646
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,388.5651496,973.15,0.005936974,0.21133026,-3.82E+01,7.262909207,22.53679495
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,349.7857287,973.15,0.005936974,0.21133026,-3.82E+01,7.767541759,22.75010984
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,308.2529559,973.15,0.005936974,0.21133026,-3.82E+01,8.272629344,22.96361708
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,277.4888199,973.15,0.005936974,0.21133026,-3.82E+01,8.777261895,23.17693197
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,239.4426521,973.15,0.005936974,0.21133026,-3.82E+01,9.366530745,23.42602375
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,215.504239,973.15,0.005936974,0.21133026,-3.82E+01,9.787437066,23.60394645
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,189.9157491,973.15,0.005936974,0.21133026,-3.82E+01,10.29252465,23.81745368
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,170.8957832,973.15,0.005936974,0.21133026,-3.82E+01,10.62970474,23.95998419
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,446.7518941,1023.15,0.005927292,0.194418965,-3.68E+01,3.240864914,21.90699784
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,419.5530266,1023.15,0.005927292,0.194418965,-3.68E+01,3.660861167,22.09365595
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,411.1246031,1023.15,0.005927292,0.194418965,-3.68E+01,4.079947352,22.27990959
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,378.1191917,1023.15,0.005927292,0.194418965,-3.68E+01,4.6678511,22.54119049
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,355.1674145,1023.15,0.005927292,0.194418965,-3.68E+01,5.171573584,22.76505887
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,333.5443357,1023.15,0.005927292,0.194418965,-3.68E+01,5.591569837,22.95171698
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,313.2982455,1023.15,0.005927292,0.194418965,-3.68E+01,6.095292321,23.17558536
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,288.0350523,1023.15,0.005927292,0.194418965,-3.68E+01,6.515743608,23.3624457
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,264.8089881,1023.15,0.005927292,0.194418965,-3.68E+01,6.936194895,23.54930603
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,243.4087377,1023.15,0.005927292,0.194418965,-3.68E+01,7.272919952,23.69895608
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,214.465476,1023.15,0.005927292,0.194418965,-3.68E+01,7.694281307,23.88622087
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,188.9638015,1023.15,0.005927292,0.194418965,-3.68E+01,8.115642662,24.07348566
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,163.1182358,1023.15,0.005927292,0.194418965,-3.68E+01,8.872363972,24.40979382
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,146.8103989,1023.15,0.005927292,0.194418965,-3.68E+01,9.293270293,24.59685638
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,137.7924631,1023.15,0.005927292,0.194418965,-3.68E+01,9.462087855,24.67188364
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,317.258942,1088.15,0.005803778,0.165496693,-3.53E+01,2.327156921,22.86661405
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,304.3458639,1088.15,0.005803778,0.165496693,-3.53E+01,2.746698141,23.06491321
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,285.8721164,1088.15,0.005803778,0.165496693,-3.53E+01,3.250420625,23.30300125
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,268.4678303,1088.15,0.005803778,0.165496693,-3.53E+01,3.670416878,23.50151549
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,252.171874,1088.15,0.005803778,0.165496693,-3.53E+01,4.174139362,23.73960353
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,231.8376817,1088.15,0.005803778,0.165496693,-3.53E+01,4.594590649,23.93833284
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,213.1431623,1088.15,0.005803778,0.165496693,-3.53E+01,5.015041936,24.13706215
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,195.9939752,1088.15,0.005803778,0.165496693,-3.53E+01,5.519219453,24.37536527
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,183.9904592,1088.15,0.005803778,0.165496693,-3.53E+01,5.771763246,24.4947319
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,165.5639081,1088.15,0.005803778,0.165496693,-3.53E+01,6.108943337,24.65410248
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,149.0403663,1088.15,0.005803778,0.165496693,-3.53E+01,6.613575888,24.89262067
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,131.3182649,1088.15,0.005803778,0.165496693,-3.53E+01,7.034937243,25.09178013
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,120.7292535,1088.15,0.005803778,0.165496693,-3.53E+01,7.45538853,25.29050944
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,108.6382801,1088.15,0.005803778,0.165496693,-3.53E+01,7.792568621,25.44988003
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,97.75821145,1088.15,0.005803778,0.165496693,-3.53E+01,8.129748712,25.60925061
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,186.4245155,1143.15,0.005531236,0.118080976,-3.43E+01,2.254806538,23.98627588
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,178.8366622,1143.15,0.005531236,0.118080976,-3.43E+01,2.674347757,24.19459628
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,167.9813041,1143.15,0.005531236,0.118080976,-3.43E+01,3.178070241,24.44471633
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,157.7848646,1143.15,0.005531236,0.118080976,-3.43E+01,3.681792724,24.69483639
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,145.0616861,1143.15,0.005531236,0.118080976,-3.43E+01,4.102244012,24.90360868
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,133.3644568,1143.15,0.005531236,0.118080976,-3.43E+01,4.522695299,25.11238098
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,120.0080742,1143.15,0.005531236,0.118080976,-3.43E+01,4.859875389,25.27980551
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,110.3310741,1143.15,0.005531236,0.118080976,-3.43E+01,5.280326677,25.4885778
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,99.31985711,1143.15,0.005531236,0.118080976,-3.43E+01,5.784959228,25.73914975
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,89.39029883,1143.15,0.005531236,0.118080976,-3.43E+01,6.205865549,25.94814798
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,82.18220105,1143.15,0.005531236,0.118080976,-3.43E+01,6.626316836,26.15692028
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,73.9374039,1143.15,0.005531236,0.118080976,-3.43E+01,6.879770697,26.28277111
Nimonic 90,0.5701,0.195,0.18,,0.0075,0.015,0.025,,,,,,0.0008,0.001,0.005,0.0006,67.96223302,1143.15,0.005531236,0.118080976,-3.43E+01,7.216495753,26.4499697
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,479.1610318,1023.15,0.002856352,0.424999198,-3.88E+01,4.126488278,22.30059368
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,450.6218122,1023.15,0.002856352,0.424999198,-3.88E+01,4.640851219,22.52919098
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,423.6156256,1023.15,0.002856352,0.424999198,-3.88E+01,5.069950393,22.71989468
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,398.5415877,1023.15,0.002856352,0.424999198,-3.88E+01,5.669577101,22.98638559
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,374.8041276,1023.15,0.002856352,0.424999198,-3.88E+01,6.183940041,23.21498289
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,345.2028447,1023.15,0.002856352,0.424999198,-3.88E+01,6.784493529,23.48188569
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,311.2523882,1023.15,0.002856352,0.424999198,-3.88E+01,7.385973797,23.74920038
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,280.4200775,1023.15,0.002856352,0.424999198,-3.88E+01,7.816926531,23.94072785
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,252.7414511,1023.15,0.002856352,0.424999198,-3.88E+01,8.333143032,24.17014892
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,218.3994057,1023.15,0.002856352,0.424999198,-3.88E+01,8.93647686,24.43828738
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,192.7024106,1023.15,0.002856352,0.424999198,-3.88E+01,9.453620141,24.66812035
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,170.0289382,1023.15,0.002856352,0.424999198,-3.88E+01,9.970763422,24.89795331
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,149.9641951,1023.15,0.002856352,0.424999198,-3.88E+01,10.40264294,25.08989267
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,124.047021,1023.15,0.002856352,0.424999198,-3.88E+01,10.75203902,25.24517408
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,109.3224015,1023.15,0.002856352,0.424999198,-3.88E+01,11.01339101,25.36132622
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,98.49304767,1023.15,0.002856352,0.424999198,-3.88E+01,11.44434374,25.55285369
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,385.4271532,1088.15,-0.003194585,0.443776014,-3.65E+01,3.027327111,23.1975545
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,369.9668281,1088.15,-0.003194585,0.443776014,-3.65E+01,3.370235738,23.35963272
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,340.7475855,1088.15,-0.003194585,0.443776014,-3.65E+01,3.970789226,23.64348863
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,327.2082333,1088.15,-0.003194585,0.443776014,-3.65E+01,4.39896162,23.84586738
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,307.840601,1088.15,-0.003194585,0.443776014,-3.65E+01,4.998588327,24.12928524
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,283.4163772,1088.15,-0.003194585,0.443776014,-3.65E+01,5.513878048,24.37284061
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,266.5358679,1088.15,-0.003194585,0.443776014,-3.65E+01,6.028240989,24.61595794
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,245.3887818,1088.15,-0.003194585,0.443776014,-3.65E+01,6.54353071,24.85951332
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,230.591614,1088.15,-0.003194585,0.443776014,-3.65E+01,6.887366117,25.02202958
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,212.2128101,1088.15,-0.003194585,0.443776014,-3.65E+01,7.317392072,25.22528443
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,187.1700405,1088.15,-0.003194585,0.443776014,-3.65E+01,7.749271586,25.42941538
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,172.2520588,1088.15,-0.003194585,0.443776014,-3.65E+01,8.17929754,25.63267022
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,151.8651777,1088.15,-0.003194585,0.443776014,-3.65E+01,8.525913288,25.79650064
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,139.7060883,1088.15,-0.003194585,0.443776014,-3.65E+01,8.870675475,25.95945495
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,128.5711179,1088.15,-0.003194585,0.443776014,-3.65E+01,9.300701429,26.1627098
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,115.7438485,1088.15,-0.003194585,0.443776014,-3.65E+01,9.56112663,26.28580164
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,102.0048316,1088.15,-0.003194585,0.443776014,-3.65E+01,9.822478611,26.40933152
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,80.86417356,1088.15,-0.003194585,0.443776014,-3.65E+01,10.17372826,26.57535218
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,89.86128208,1088.15,-0.003194585,0.443776014,-3.65E+01,9.998566825,26.49256088
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,69.79402735,1088.15,-0.003194585,0.443776014,-3.65E+01,10.52127079,26.73962065
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,64.15543818,1088.15,-0.003194585,0.443776014,-3.65E+01,10.69550544,26.8219739
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,58.99560358,1088.15,-0.003194585,0.443776014,-3.65E+01,10.95500386,26.94462769
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,55.41629624,1088.15,-0.003194585,0.443776014,-3.65E+01,11.2135755,27.06684343
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,273.4436618,1143.15,-0.003154853,0.368162297,-3.51E+01,2.360045458,24.03853156
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,257.1571356,1143.15,-0.003154853,0.368162297,-3.51E+01,2.874408398,24.29393506
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,231.9572029,1143.15,-0.003154853,0.368162297,-3.51E+01,3.561152433,24.63493325
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,222.9159853,1143.15,-0.003154853,0.368162297,-3.51E+01,4.159852361,24.93221373
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,196.9199781,1143.15,-0.003154853,0.368162297,-3.51E+01,4.932786942,25.31600926
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,181.3676308,1143.15,-0.003154853,0.368162297,-3.51E+01,5.53334043,25.6142101
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,160.0278148,1143.15,-0.003154853,0.368162297,-3.51E+01,6.050483711,25.87099416
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,144.2324048,1143.15,-0.003154853,0.368162297,-3.51E+01,6.566700212,26.12731804
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,127.2118542,1143.15,-0.003154853,0.368162297,-3.51E+01,6.998579726,26.34176494
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,112.1557036,1143.15,-0.003154853,0.368162297,-3.51E+01,7.345195474,26.51387469
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,96.91619202,1143.15,-0.003154853,0.368162297,-3.51E+01,7.948529302,26.81345609
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,81.92146896,1143.15,-0.003154853,0.368162297,-3.51E+01,8.382262376,27.02882337
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,69.21945311,1143.15,-0.003154853,0.368162297,-3.51E+01,8.730731684,27.20185349
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,57.27932332,1143.15,-0.003154853,0.368162297,-3.51E+01,9.165391538,27.41768096
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,48.37905203,1143.15,-0.003154853,0.368162297,-3.51E+01,9.428597079,27.54837392
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,42.65315251,1143.15,-0.003154853,0.368162297,-3.51E+01,9.775212827,27.72048367
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,35.28173175,1143.15,-0.003154853,0.368162297,-3.51E+01,10.12460891,27.89397397
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,30.43974736,1143.15,-0.003154853,0.368162297,-3.51E+01,10.38688768,28.02420675
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,144.5165646,1213.15,-0.002495363,0.258093329,-3.34E+01,2.38784886,25.52492923
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,138.7743063,1213.15,-0.002495363,0.258093329,-3.34E+01,2.816021254,25.75055209
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,136.0696345,1213.15,-0.002495363,0.258093329,-3.34E+01,3.158003101,25.93075736
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,125.323126,1213.15,-0.002495363,0.258093329,-3.34E+01,3.758556589,26.2472154
Nimonic 105,0.5286,0.15,0.2,0.05,0.005,0.047,0.012,,,,,,0.0008,0.001,0.005,0.0006,112.9532129,1213.15,-0.002495363,0.258093329,-3.34E+01,4.27477309,26.51923258
